dataset,criteria,metric,model,error,detection,repair,test_repaired,fairness_impact,accuracy_impact
folktables,sex,demographic_parity,XGBoost,missing_values,,impute_mean_mode,True,negative,insignificant
folktables,sex,demographic_parity,XGBoost,missing_values,,impute_mean_dummy,True,negative,insignificant
folktables,sex,demographic_parity,XGBoost,missing_values,,impute_median_mode,True,negative,negative
folktables,sex,demographic_parity,XGBoost,missing_values,,impute_median_dummy,True,negative,negative
folktables,sex,demographic_parity,XGBoost,missing_values,,impute_mode_mode,True,negative,negative
folktables,sex,demographic_parity,XGBoost,missing_values,,impute_mode_dummy,True,negative,negative
folktables,rac1p,demographic_parity,XGBoost,missing_values,,impute_mean_mode,True,positive,insignificant
folktables,rac1p,demographic_parity,XGBoost,missing_values,,impute_mean_dummy,True,positive,insignificant
folktables,rac1p,demographic_parity,XGBoost,missing_values,,impute_median_mode,True,insignificant,negative
folktables,rac1p,demographic_parity,XGBoost,missing_values,,impute_median_dummy,True,insignificant,negative
folktables,rac1p,demographic_parity,XGBoost,missing_values,,impute_mode_mode,True,insignificant,negative
folktables,rac1p,demographic_parity,XGBoost,missing_values,,impute_mode_dummy,True,insignificant,negative
credit,age,demographic_parity,XGBoost,missing_values,,impute_mean_mode,True,insignificant,insignificant
credit,age,demographic_parity,XGBoost,missing_values,,impute_mean_dummy,True,insignificant,insignificant
credit,age,demographic_parity,XGBoost,missing_values,,impute_median_mode,True,insignificant,positive
credit,age,demographic_parity,XGBoost,missing_values,,impute_median_dummy,True,insignificant,positive
credit,age,demographic_parity,XGBoost,missing_values,,impute_mode_mode,True,insignificant,insignificant
credit,age,demographic_parity,XGBoost,missing_values,,impute_mode_dummy,True,insignificant,insignificant
german,age,demographic_parity,XGBoost,missing_values,,impute_mean_mode,True,insignificant,insignificant
german,age,demographic_parity,XGBoost,missing_values,,impute_mean_dummy,True,insignificant,positive
german,age,demographic_parity,XGBoost,missing_values,,impute_median_mode,True,insignificant,insignificant
german,age,demographic_parity,XGBoost,missing_values,,impute_median_dummy,True,insignificant,positive
german,age,demographic_parity,XGBoost,missing_values,,impute_mode_mode,True,insignificant,insignificant
german,age,demographic_parity,XGBoost,missing_values,,impute_mode_dummy,True,insignificant,positive
adult,sex,demographic_parity,logistic_regression,mislabel,cleanlab,flip,False,negative,negative
adult,race,demographic_parity,logistic_regression,mislabel,cleanlab,flip,False,negative,negative
folktables,sex,demographic_parity,logistic_regression,mislabel,cleanlab,flip,False,negative,positive
folktables,rac1p,demographic_parity,logistic_regression,mislabel,cleanlab,flip,False,negative,positive
credit,age,demographic_parity,logistic_regression,mislabel,cleanlab,flip,False,insignificant,positive
german,age,demographic_parity,logistic_regression,mislabel,cleanlab,flip,False,negative,positive
heart,gender,demographic_parity,logistic_regression,mislabel,cleanlab,flip,False,negative,positive
adult,sex,demographic_parity,knn_classification,mislabel,cleanlab,flip,False,negative,insignificant
adult,race,demographic_parity,knn_classification,mislabel,cleanlab,flip,False,negative,insignificant
folktables,sex,demographic_parity,knn_classification,mislabel,cleanlab,flip,False,negative,positive
folktables,rac1p,demographic_parity,knn_classification,mislabel,cleanlab,flip,False,negative,positive
credit,age,demographic_parity,knn_classification,mislabel,cleanlab,flip,False,negative,insignificant
german,age,demographic_parity,knn_classification,mislabel,cleanlab,flip,False,negative,positive
heart,gender,demographic_parity,knn_classification,mislabel,cleanlab,flip,False,insignificant,positive
adult,sex,demographic_parity,XGBoost,mislabel,cleanlab,flip,False,negative,negative
adult,race,demographic_parity,XGBoost,mislabel,cleanlab,flip,False,negative,negative
folktables,sex,demographic_parity,XGBoost,mislabel,cleanlab,flip,False,negative,positive
folktables,rac1p,demographic_parity,XGBoost,mislabel,cleanlab,flip,False,negative,positive
credit,age,demographic_parity,XGBoost,mislabel,cleanlab,flip,False,positive,positive
german,age,demographic_parity,XGBoost,mislabel,cleanlab,flip,False,insignificant,positive
heart,gender,demographic_parity,XGBoost,mislabel,cleanlab,flip,False,insignificant,negative
